Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Gong, L., Zeng, L., Gao, Z., Zhu, R., Zhang, B.","55430133100;7401904402;25936175700;12041235100;23502605100;","Reservoir characterization and origin of tight gas sandstones in the Upper Triassic Xujiahe formation, Western Sichuan Basin, China",2016,"Journal of Petroleum Exploration and Production Technology","6","3",,"319","329",,1,"10.1007/s13202-015-0203-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981288182&doi=10.1007%2fs13202-015-0203-9&partnerID=40&md5=4a52fd8775c855eda22a88578e23add9",Article,Open Access,Scopus,2-s2.0-84981288182
"Silva-Tamayo, J.C., Ramirez, C., Lara, M., Sial, A.N., Trujillo, D., Salazar, E.","24759283300;57190951960;57190956232;7004048108;57190952781;57190952271;","Sedimentology and chemostratigraphy of a Valanginian carbonate succession from the",2016,"Brazilian Journal of Geology","46",,,"163","180",,1,"10.1590/2317-488920160030294","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984697599&doi=10.1590%2f2317-488920160030294&partnerID=40&md5=88956a656386c8c66385675653f14e11",Article,Open Access,Scopus,2-s2.0-84984697599
"Bubík, M., Franců, J., Gilíková, H., Otava, J., Švábenická, L.","6602315891;6602890497;22134248300;15048625000;56151852100;","Upper Cretaceous to Lower Miocene of the Subsilesian Unit (Western Carpathians, Czech Republic): Stratotypes of formations revised",2016,"Geologica Carpathica","67","3",,"239","256",,1,"10.1515/geoca-2016-0016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978759430&doi=10.1515%2fgeoca-2016-0016&partnerID=40&md5=feeccb8991b9415932bd59d2cd5d3c95",Article,Open Access,Scopus,2-s2.0-84978759430
"Winkler, T.S., van Hengstum, P.J., Horgan, M.C., Donnelly, J.P., Reibenspies, J.H.","57119114200;24463065200;57119348300;7202271020;35480784700;","Detrital cave sediments record Late Quaternary hydrologic and climatic variability in northwestern Florida, USA",2016,"Sedimentary Geology","335",,,"51","65",,1,"10.1016/j.sedgeo.2016.01.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958279291&doi=10.1016%2fj.sedgeo.2016.01.022&partnerID=40&md5=106bbd75ec18df0b24a71800d7235351",Article,Open Access,Scopus,2-s2.0-84958279291
"Alam, M.M., Haque, M.N., Cho, D., Kwon, S.-H.","57204326279;56783629200;56105709500;26026541800;","Effectiveness of external agents in polluted sedimentary area",2016,"Environmental Engineering Research","21","1",,"52","57",,1,"10.4491/eer.2015.102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961751401&doi=10.4491%2feer.2015.102&partnerID=40&md5=1b5e61cbd43716130aca92a731097524",Article,Open Access,Scopus,2-s2.0-84961751401
"Peucker-Ehrenbrink, B., Waters, C.A., Kurz, M.D., Hoffman, P.F.","55919394000;57061898600;7102592165;35564162500;","No evidence of extraterrestrial noble metal and helium anomalies at Marinoan glacial termination",2016,"Earth and Planetary Science Letters","437",,,"76","88",,1,"10.1016/j.epsl.2015.12.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954539520&doi=10.1016%2fj.epsl.2015.12.040&partnerID=40&md5=974f808a6c750c3ea5b630f1fc3635dc",Article,Open Access,Scopus,2-s2.0-84954539520
"Moskalewicz, D., Sokołowski, R.J., Fedorowicz, S.","57189221446;23993261600;6505946381;","River response to climate and sea level changes during the Late Saalian/Early Eemian in northern Poland - A case study of meandering river deposits in the Chłapowo cliff section",2016,"Geologos","22","1",,"1","14",,1,"10.1515/logos-2016-0001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966349329&doi=10.1515%2flogos-2016-0001&partnerID=40&md5=b7bb0fff2a5d359ec65644cdcba7d027",Article,Open Access,Scopus,2-s2.0-84966349329
"Pérez-Bartolomé, M., Castaños, P., Etxeberria, F., Morales Muñiz, A., Roselló Izquierdo, E., Gil García, M.J., Ruiz Zapata, B., Prada, A., Solar, M., Uzquiano, P.","57193251778;26533865100;23977751700;24317767600;57193239081;6701536703;7801352375;57193234460;57193235078;16237757600;","Abrigo del Carabión (San Mamés de Aras, Cantabria, Spain) in the context of the Asón Estuary and Santoña Saltmarshes in the Mesolithic: An archaeological deposit with an early and middle Holocene occupation sequence in the east of the Cantabrian region [El Abrigo del Carabión (San Mamés de Aras-Cantabria, España) en el contexto mesolítico del Estuario del Asón y Marismas de Santoña: Un depósito arqueológico con una secuencia de ocupación en el Holoceno inicial y medio en el oriente de la región cantábrica]",2016,"Munibe Antropologia-Arkeologia","67",,,"5","34",,1,"10.21630/maa.2016.67.09","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011949006&doi=10.21630%2fmaa.2016.67.09&partnerID=40&md5=b790ca9057b62fd05f9617a3998a2ae0",Article,Open Access,Scopus,2-s2.0-85011949006
"Hammer, Ø., Planke, S., Hafeez, A., Hjelstuen, B.O., Faleide, J.I., Kvalø, F.","25624260900;6603417066;57190402688;6602372041;6603770949;57188853122;","Agderia – A postglacial lost land in the southern Norwegian North Sea",2016,"Norsk Geologisk Tidsskrift","96","1",,"43","60",,1,"10.17850/njg96-1-05","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979732782&doi=10.17850%2fnjg96-1-05&partnerID=40&md5=16a560036d636007dbfead2af1748841",Article,Open Access,Scopus,2-s2.0-84979732782
"Zhang, Y., Liu, J., Zhang, H., Chen, Y.","55902729100;55286120000;35321660000;57193265840;","Re-discussion on the detrital zircon provenance of the lower Yanchang Formation in the southern Ordos Basin",2016,"Open Geosciences","8","1",,"808","819",,1,"10.1515/geo-2016-0037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012216664&doi=10.1515%2fgeo-2016-0037&partnerID=40&md5=865fc4a33066bb1cbd6613ac39e946f0",Article,Open Access,Scopus,2-s2.0-85012216664
"Kovács, E., Magyar, I., Sztanó, O., Pipík, R.","57190216202;7005270225;55956100300;6507061364;","Pannonian ostracods from the southwestern Transylvanian Basin",2016,"Geologia Croatica","69","2",,"213","229",,1,"10.4154/gc.2016.16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978435095&doi=10.4154%2fgc.2016.16&partnerID=40&md5=4d89fc9d471ae70939367907c8acd8f6",Article,Open Access,Scopus,2-s2.0-84978435095
"Witek, P., Czechowski, L., Misiura, K.","56470638300;6602881719;56915660400;","Modelling of small river deltas: The dependence of morphology on grain size and discharge",2016,"Geological Quarterly","60","4",,"975","980",,1,"10.7306/gq.1324","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010402858&doi=10.7306%2fgq.1324&partnerID=40&md5=cb9dc4484dd9e8f82e30900da437babe",Article,Open Access,Scopus,2-s2.0-85010402858
"Anari, M., Ghadimvand, N.K., Kangazian, A., Hejazi, S.H.","56798207000;55623388700;56613519900;6601977284;","Facies analysis, sedimentary environment and sequence stratigraphy of the lower cretaceous deposits in the Kalahroud area, at north of Esfahan, Iran",2015,"Indian Journal of Science and Technology","8","35",,"","",8,1,"10.17485/ijst/2015/v8i35/80576","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962252451&doi=10.17485%2fijst%2f2015%2fv8i35%2f80576&partnerID=40&md5=e02b73562b69d249c71727ad9e471272",Article,Open Access,Scopus,2-s2.0-84962252451
"Hongo, C., Montaggioni, L.F.","25723411600;7003341607;","Biogeography of Holocene coral species in the western Indian Ocean",2015,"Palaeogeography, Palaeoclimatology, Palaeoecology","438",,,"51","69",,1,"10.1016/j.palaeo.2015.07.044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939794752&doi=10.1016%2fj.palaeo.2015.07.044&partnerID=40&md5=8b6c29fa968d6e8f319d1fd34d04265c",Article,Open Access,Scopus,2-s2.0-84939794752
"Williams, J.J., McLauchlan, K.K., Mueller, J.R., Mellicant, E.M., Myrbo, A.E., Lascu, I.","55499955200;6604042408;56194845500;56798421500;13405480400;23060994300;","Ecosystem development following deglaciation: A new sedimentary record from Devils Lake, Wisconsin, USA",2015,"Quaternary Science Reviews","125",,,"131","143",,1,"10.1016/j.quascirev.2015.08.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939780937&doi=10.1016%2fj.quascirev.2015.08.009&partnerID=40&md5=388b386a0ad1d0fdee532d8dfe80c938",Article,Open Access,Scopus,2-s2.0-84939780937
"Mustoe, G.E.","7003691205;","Geologic history of eocene stonerose fossil beds, republic, Washington, USA",2015,"Geosciences (Switzerland)","5","3",,"243","263",,1,"10.3390/geosciences5030243","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941204157&doi=10.3390%2fgeosciences5030243&partnerID=40&md5=1c9d4228e89d55e625bb41f70b399947",Article,Open Access,Scopus,2-s2.0-84941204157
"Kiyokawa, S., Ueshiba, T.","7004262190;56521549600;","Rapid sedimentation of iron oxyhydroxides in an active hydrothermal shallow semi-enclosed bay at Satsuma Iwo-Jima Island, Kagoshima, Japan",2015,"Sedimentary Geology","319",,,"98","113",,1,"10.1016/j.sedgeo.2015.01.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923108172&doi=10.1016%2fj.sedgeo.2015.01.010&partnerID=40&md5=3d9c328360fc67e6267330c01e553afe",Article,Open Access,Scopus,2-s2.0-84923108172
"Wei, P.-S., Su, M.-J.","8696646900;23006584100;","Methods for seismic sedimentology research on continental basins",2015,"Petroleum Science","12","1",,"67","80",,1,"10.1007/s12182-014-0002-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925491946&doi=10.1007%2fs12182-014-0002-9&partnerID=40&md5=24ab41573155a4c2bb120526f89c56fb",Article,Open Access,Scopus,2-s2.0-84925491946
"Barudžija, U., Maričić, A., Brčić, V.","6503852005;56675669000;36631633900;","Influence of lithofacies and diagenetic processes on the physical and mechanical properties of carbonate rocks - Case study from sinawin-sha'wa area, Libya",2015,"Rudarsko Geolosko Naftni Zbornik","30","1",,"19","36",,1,"10.17794/rgn.2015.1.2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930700052&doi=10.17794%2frgn.2015.1.2&partnerID=40&md5=43a56712afa79d6eeff8324f8a4afd69",Article,Open Access,Scopus,2-s2.0-84930700052
"Lv, D., Wu, X., Li, Z., Feng, T., Liu, H., Wang, D., Zhao, L.","35299972300;56978388700;15765678500;57203501197;56387746800;55713316400;56978386000;","Sedimentary mechanism in the coal and oil shale bearing succession Graben basins: The comparision between Fushun and Huangxian basins, Eastern China",2015,"Open Petroleum Engineering Journal","8","1", A1,"385","391",,1,"10.2174/1874834101508010385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948433304&doi=10.2174%2f1874834101508010385&partnerID=40&md5=eeddedccfe3cbe5eaec3a36c9d2f121f",Article,Open Access,Scopus,2-s2.0-84948433304
"Sudar, V., Aljinović, D., Smirčić, D., Barudžija, U.","57115398300;16243257400;57115441800;6503852005;","Composition and provenance of Gröden sandstone from the Velebit Mts. [Sastav i provenijencija gredenskih pješčenjaka velebita]",2015,"Rudarsko Geolosko Naftni Zbornik","31","1",,"53","67",,1,"10.17794/rgn.2016.1.6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958054687&doi=10.17794%2frgn.2016.1.6&partnerID=40&md5=af0e1e378cacb7abf6ed7dc7f0386835",Article,Open Access,Scopus,2-s2.0-84958054687
"Szrek, P., Salwa, S., Niedźwiedzki, G.","6508242976;6507533211;6602960768;","A plant-root system in the Lower Devonian of the Holy Cross Mountains, Poland",2015,"Estonian Journal of Earth Sciences","64","1",,"95","98",,1,"10.3176/earth.2015.17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924529867&doi=10.3176%2fearth.2015.17&partnerID=40&md5=85144827ff40bff6f1d8bb431fa0164a",Article,Open Access,Scopus,2-s2.0-84924529867
"Melis, R., Bernasconi, M.P., Colizza, E., Di Rita, F., Equini Schneider, E., Forte, E., Montenegro, M.E., Pugliese, N., Ricci, M.","7003593044;7007016061;6603191678;29067629700;56925406900;6701490301;7102666165;6602933472;56113197000;","Late holocene palaeoenvironmental evolution of the northern harbour at the elaiussa sebaste archaeological site (South-Eastern Turkey): Evidence from core ELA6",2015,"Turkish Journal of Earth Sciences","24","6",,"566","584",,1,"10.3906/yer-1504-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945311125&doi=10.3906%2fyer-1504-10&partnerID=40&md5=a72f06f77e5a2a221ed12870bccd540a",Article,Open Access,Scopus,2-s2.0-84945311125
"Klempe, H.","6508038357;","The hydrogeological and cultural background for two sacred springs, Bø, Telemark County, Norway",2015,"Quaternary International","368",,,"31","42",,1,"10.1016/j.quaint.2014.10.048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929513384&doi=10.1016%2fj.quaint.2014.10.048&partnerID=40&md5=0d5bf4502e5c5e137940e791830f230c",Article,Open Access,Scopus,2-s2.0-84929513384
"Terashima, Y., Hirai, T., Fukuwa, N.","56583697800;55371902100;6507208859;","The effect of sedimentary basin structure on predominant period of seismic ground motion: The analysis using 3-D finite difference method",2015,"Journal of Structural and Construction Engineering","80","708",,"219","229",,1,"10.3130/aijs.80.219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926459728&doi=10.3130%2faijs.80.219&partnerID=40&md5=03aa86746201e7cb80c2157c1ad54d25",Article,Open Access,Scopus,2-s2.0-84926459728
"Donovan, S.K.","16193541900;","Ron K. Pickerill and the genesis of ichnology in the Antilles (Jamaica and Carriacou)",2015,"Atlantic Geology","51",,,"287","297",,1,"10.4138/atlgeol.2015.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942327056&doi=10.4138%2fatlgeol.2015.012&partnerID=40&md5=0ad5622146775b72173eba2750ebf84b",Article,Open Access,Scopus,2-s2.0-84942327056
"Yao, Y.","57188969194;","Middle permian sedimentary cycles and facies features in the Tieqiao section in Laibin, Guangxi, South China",2015,"Open Cybernetics and Systemics Journal","9",,,"2008","2012",,1,"10.2174/1874110X01509012008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964335311&doi=10.2174%2f1874110X01509012008&partnerID=40&md5=fa4a84551758be62c1fd1f97e115bbcc",Article,Open Access,Scopus,2-s2.0-84964335311
"González, J.S., Vega, J.M.R., Gutiérrez, R.B.G., Villar, A.G.","57193515279;57201836158;57200991045;57200991052;","New data about the La Baña Lake origin (Cabrera Range, NW Spain) using geomorphological and sedimentological analysis [Nuevos datos sobre el origen del lago de la baña (Sierra de la Cabrera, No de España) a partir del análisis geomorfológico y sedimentológico]",2015,"Boletin de la Asociacion de Geografos Espanoles","2015","67",,"61","81",,1,"10.21138/bage.1817","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001879821&doi=10.21138%2fbage.1817&partnerID=40&md5=54244df0ff7809c167b913c0077209f2",Article,Open Access,Scopus,2-s2.0-85001879821
"Katsuki, H., Kawahara, A., Kamochi, N., Pee, J.-H., Cho, W.-S., Kim, H.-T.","7102975025;35460866300;6506332231;55898917400;7401774733;55817090200;","Properties of sedimentary clays for Karatsu ware",2014,"Journal of the Ceramic Society of Japan","122","1428",,"642","644",,1,"10.2109/jcersj2.122.642","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906545386&doi=10.2109%2fjcersj2.122.642&partnerID=40&md5=3a30136904b0eb1667e7fa0482d37a6b",Article,Open Access,Scopus,2-s2.0-84906545386
"Jiang, Z., Zhu, J., Wei, S., Liu, B.","26658944200;56081700600;36496136100;57202964315;","Resource potential assessment of series of strata with few drilled wells in the Huizhou Sag, the Pearl River Mouth Basin, South China Sea",2014,"Energy Exploration and Exploitation","32","2",,"389","412",,1,"10.1260/0144-5987.32.2.389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896788487&doi=10.1260%2f0144-5987.32.2.389&partnerID=40&md5=6b73f52d61209e6eb227d0a0ce10a657",Article,Open Access,Scopus,2-s2.0-84896788487
"Baltrūnas, V., Waller, R.I., Kazakauskas, V., Paškauskas, S., Katinas, V.","6505814085;7102623678;22938470000;16231238200;16555219500;","A comparative case study of subglacial bedforms in northern Lithuania and south-eastern Iceland",2014,"Baltica","27","2",,"75","92",,1,"10.5200/baltica.2014.27.18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931827032&doi=10.5200%2fbaltica.2014.27.18&partnerID=40&md5=3cecd06e5180b4d4975ba6347dcf2611",Article,Open Access,Scopus,2-s2.0-84931827032
"Ludwikowska-Kędzia, M., Pawelec, H.","6506253677;56418487300;","Depositional environment of the glacigenic deposits from the Holy Cross Mountains (Poland)-interpretation based on macro-and microstructure analyses",2014,"Geological Quarterly","58","4",,"","",30,1,"10.7306/gq.1200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910685197&doi=10.7306%2fgq.1200&partnerID=40&md5=31b77186687cd31a8b1fb7356d07ab43",Article,Open Access,Scopus,2-s2.0-84910685197
"Liu, W., Baudin, F., Moreno, E., Dewilde, F., Caillon, N., Fang, N., Bassinot, F.","57198619084;7005913599;20434026700;26655453000;6602691700;34667626900;6602792566;","Comparison of 240ka long organic carbon and carbonate records along a depth transect in the Timor Sea: Primary signals versus preservation changes",2014,"Paleoceanography","29","5",,"389","402",,1,"10.1002/2013PA002539","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902435790&doi=10.1002%2f2013PA002539&partnerID=40&md5=0cd6f8d7fb1a93493e6690626b740f1e",Article,Open Access,Scopus,2-s2.0-84902435790
"Bónová, K., Bella, P., Bóna, J., Spišiak, J., Kováčik, M., Kováčik, M., Petro, Ľ.","35736867700;56042282000;55445750100;7004201983;57204098073;6701364428;23019781000;","Heavy minerals in sediments from the mošnica cave: Implications for the pre-quaternary evolution of the middle-mountain allogenic karst in the Nizke Tatry Mts., Slovakia [Težki minerali v sedimentih iz jame mošnica: Implikacije za predkvartarni razvoj srednjegorskega alogenega krasa v Nizkih Tatrah, Slovaška]",2014,"Acta Carsologica","43","2-3",,"297","317",,1,"10.3986/ac.v43i2.653","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921925614&doi=10.3986%2fac.v43i2.653&partnerID=40&md5=1bd20cbe640ce942ddf347211d301dd9",Article,Open Access,Scopus,2-s2.0-84921925614
"Jarsve, E.M., Eidvin, T., Nystuen, J.P., Faleide, J.I., Gabrielsen, R.H., Thyberg, B.I.","37107837800;6602783481;7003950297;6603770949;7003945485;6602346143;","The oligocene succession in the Eastern North Sea: Basin development and depositional systems",2014,"Geological Magazine","108","4",,"","",,1,"10.1017/S0016756814000570","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911999197&doi=10.1017%2fS0016756814000570&partnerID=40&md5=4629b9da23f4214f2062fa06db2225db",Article,Open Access,Scopus,2-s2.0-84911999197
"De Lima, F.M., Fernandes, L.A., De Melo, M.S., Góes, A.M., Machado, D.A.M.","55670746900;7103335018;7006013236;7005845242;55670431900;","Faciology and depositional setting of the Guabirotuba Formation, Curitiba Basin (PR) [Faciologia e contexto deposicional da Formação Guabirotuba, Bacia de Curitiba (PR)]",2013,"Brazilian Journal of Geology","43","1",,"168","184",,1,"10.5327/Z2317-48892013000100014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887398581&doi=10.5327%2fZ2317-48892013000100014&partnerID=40&md5=9406e650bfaf9e5cfac1c13fd665b8af",Article,Open Access,Scopus,2-s2.0-84887398581
"Lesemann, J.-E., Brennand, T.A., Lian, O.B., Sanborn, P.","6506438412;55885906000;7003510751;6701872242;","A refined understanding of the paleoenvironmental history recorded at the Okanagan Centre section, an MIS 4 stratotype, south-central British Columbia, Canada",2013,"Journal of Quaternary Science","28","8",,"729","747",,1,"10.1002/jqs.2665","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890256322&doi=10.1002%2fjqs.2665&partnerID=40&md5=0d792ca06a9e1242b7f9bde88211e32d",Article,Open Access,Scopus,2-s2.0-84890256322
"Stachaz, M.","55980647300;","Trilobites, their traces and associated sedimentary structures as indicators of the Cambrian palaeo environment of the ociese{ogonek}ki range (Holy cross mountains, Poland)",2013,"Geological Quarterly","57","4",,"745","756",,1,"10.7306/gq.1124","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891469164&doi=10.7306%2fgq.1124&partnerID=40&md5=8819b5341e83a56463017579dc2c7859",Article,Open Access,Scopus,2-s2.0-84891469164
"da Luz, C.F.P.","6507660250;","Differential subaquatic deposition of pollen and spores [Deposição subaquática diferencial de pólen e esporos]",2013,"Anuario do Instituto de Geociencias","36","1",,"85","91",,1,"10.11137/2013_1_85_91","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880430753&doi=10.11137%2f2013_1_85_91&partnerID=40&md5=39ca3de8ffac39819fbd4746d6cfa0c3",Article,Open Access,Scopus,2-s2.0-84880430753
"Al-Ramadan, K., Dogan Ahmet, U., Muhittin, S.","6506847135;55637140300;55636385800;","Sedimentology and diagenesis of the Miocene Nutaysh member of the Burqan formation in the Midyan area (Northwestern Saudi Arabia)",2013,"Geological Quarterly","57","1",,"165","174",,1,"10.7306/gq.1081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875678709&doi=10.7306%2fgq.1081&partnerID=40&md5=36853896ab5ffd4047455cacb24032b6",Article,Open Access,Scopus,2-s2.0-84875678709
"Bouheniche, S., Touaibia, B.","55646730600;55959760400;","Numerical approach of modelling the sediment transport of the system «Dam-River, Sediment Transport - Deposition»: Case of Sidi Mohamed Ben Aouda (SMBA) dam on oued Mina, in semi-arid area [Modélisation numérique du transport solide du système ""barrage - cours d'eau, transport - déposition"": Cas du barrage de Sidi Mohamed Ben Aouda (SMBA) sur l'oued Mina, en zone semi-aride]",2013,"Revue des Sciences de l'Eau","26","1",,"21","31",,1,"10.7202/1014916ar","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875978444&doi=10.7202%2f1014916ar&partnerID=40&md5=a4d72cdefd91c105faf879c5782c91e2",Article,Open Access,Scopus,2-s2.0-84875978444
"Holm, R.J., Bell, D.H.","46661258300;7403648127;","Sedimentology and structure of the Malvern Hills Coal Mine, Canterbury, New Zealand",2013,"New Zealand Journal of Geology and Geophysics","56","1",,"39","52",,1,"10.1080/00288306.2012.739566","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874601996&doi=10.1080%2f00288306.2012.739566&partnerID=40&md5=864607f81844c0db40e0d0c11da7a389",Article,Open Access,Scopus,2-s2.0-84874601996
"Charles, E., Idier, D., Delecluse, P., Deque, M., Le Cozannet, G.","55110424500;57203360547;24498795300;7003332823;23012244400;","Climate change impact on waves and longshore sediment flux of the Aquitanian coast [Impact du changement climatique sur les vagues et la dérive littorale le long du littoral aquitain]",2012,"Houille Blanche",,"6",,"26","33",,1,"10.1051/lhb/2012036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876216881&doi=10.1051%2flhb%2f2012036&partnerID=40&md5=81bea13b0be1b97a4d95f442a2fa08a7",Article,Open Access,Scopus,2-s2.0-84876216881
"Ben Khelil, M., Ben Saida, O., Nefzib, R., Ben Abdelmalekb, J., Aïssa, P.","55538463700;55538515500;55538598400;55538635600;6507701653;","Experimentation on chromium (VI): Evolution in sea water and impact on a clam and indigenous bacteria of Bizerte Lagoon (Tunisia) [Étude expérimentale de l'évolution en microcosme du chrome (vi) dans l'eau de mer et de ses effets sur la macrofaune et les bactéries indigènes de la lagune de bizerte (Tunisie)]",2012,"Revue des Sciences de l'Eau","25","3",,"221","234",,1,"10.7202/1013104ar","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871640053&doi=10.7202%2f1013104ar&partnerID=40&md5=56bde6c6e6b74ef2a68e983c6a498c27",Article,Open Access,Scopus,2-s2.0-84871640053
"Jasionowski, M., Peryt, D., Peryt, T.M.","6602717717;6602131993;7005503503;","Neptunian dykes in the Middle Miocene reefs of western Ukraine: Preliminary results",2012,"Geological Quarterly","56","4",,"881","894",,1,"10.7306/gq.1066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876566904&doi=10.7306%2fgq.1066&partnerID=40&md5=ae9128580fd92b0b4696bae32de7286d",Article,Open Access,Scopus,2-s2.0-84876566904
"Zhang, D., Liu, C., Huang, Y., Chen, S.","55028938200;24067601300;49361366200;55502603300;","Cenozoic tectonic migration characteristics in Qikou Sag of Bohai basin, China",2012,"Energy Exploration and Exploitation","30","6",,"971","984",,1,"10.1260/0144-5987.30.6.971","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869987023&doi=10.1260%2f0144-5987.30.6.971&partnerID=40&md5=916fc37b706d3e4c0d1bff832daba67b",Article,Open Access,Scopus,2-s2.0-84869987023
"Gautam, P., Ulak, P.D., Paudayal, K.N., Gyawali, B.R., Bhandari, S.","7003862086;48961344700;6505757193;55273837400;57200574627;","Magnetostratigraphic dating of the prime-time sedimentary record of Himalayan tectonics and climate: New age constraints (13-10 Ma) from the Siwaliks of the Tinau Khola north section, Nepal",2012,"Geophysical Journal International","190","3",,"1378","1392",,1,"10.1111/j.1365-246X.2012.05568.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865280994&doi=10.1111%2fj.1365-246X.2012.05568.x&partnerID=40&md5=60fa9e2630a719b879204c01b0e431db",Article,Open Access,Scopus,2-s2.0-84865280994
"Pefferkorn, A.","16242743600;","Shrinkage characteristics of experimental polymer containing composites under controlled light curing modes",2012,"Polymers","4","1",,"256","274",,1,"10.3390/polym4010256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861814588&doi=10.3390%2fpolym4010256&partnerID=40&md5=19485689a4b422d2df77b2f9daefba8a",Article,Open Access,Scopus,2-s2.0-84861814588
"Zeng, L., Tang, X., Gong, L., Liu, H.","7401904402;55490131100;55430133100;55234129700;","Storage and seepage unit: A new approach to evaluating reservoir anisotropy of low-permeability sandstones",2012,"Energy Exploration and Exploitation","30","1",,"59","70",,1,"10.1260/0144-5987.30.1.59","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859068957&doi=10.1260%2f0144-5987.30.1.59&partnerID=40&md5=241508d0951638c455851fa3a3856621",Article,Open Access,Scopus,2-s2.0-84859068957
"Struyf, E., Bal, K.D., Backx, H., Vrebos, D., Casteleyn, A., De Deckere, E., Schoelynck, J., Brendonck, L., Raitt, L.M., Meire, P.","6506824777;12786773400;36087000900;43061710800;55419031400;7004243544;36176052900;6701481252;6505978743;7004218017;","Nitrogen, phosphorus and silicon in riparian ecosystems along the Berg River (South Africa): The effect of increasing human land use",2012,"Water SA","38","4",,"597","606",,1,"10.4314/wsa.v38i4.15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930473533&doi=10.4314%2fwsa.v38i4.15&partnerID=40&md5=5ed1226e6d4c79ace5adb789fa969ef5",Article,Open Access,Scopus,2-s2.0-84930473533
"Lee, S., Lee, J.Y., Lee, T.W., Jung, E.C., Cho, S.K.","55716383700;57196138568;36120734800;7202853892;34267467500;","Effect of sample-loading on fractionation efficiency (FE) in a large scale splitter-less gravitational SPLITT fractionation (GSF)",2011,"Bulletin of the Korean Chemical Society","32","12",,"4291","4296",,1,"10.5012/bkcs.2011.32.12.4291","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84255172564&doi=10.5012%2fbkcs.2011.32.12.4291&partnerID=40&md5=3f211681655e81735395f99912b368b4",Article,Open Access,Scopus,2-s2.0-84255172564
"Hori, T., Sakaguchi, H.","7402411469;10440438600;","Mechanism of décollement formation in subduction zones",2011,"Geophysical Journal International","187","3",,"1089","1100",,1,"10.1111/j.1365-246X.2011.05204.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81555219472&doi=10.1111%2fj.1365-246X.2011.05204.x&partnerID=40&md5=7b2097427553f8fcbbd05e084a2e8165",Article,Open Access,Scopus,2-s2.0-81555219472
